x,y,Bx,By,B_total,phi_deg
32,30,-318.73,36.78,320.85,173.4
33,30,-260.84,-22.20,261.79,-175.1
34,30,-213.51,-60.57,221.94,-164.2
35,30,-268.89,-53.84,274.23,-168.7
36,30,-162.00,-103.70,192.35,-147.4
37,30,-252.54,45.34,256.58,169.8
38,30,-185.78,-69.36,198.31,-159.5
39,30,-172.65,-42.67,177.84,-166.1
40,30,-98.78,-111.47,148.94,-131.5
41,30,-94.16,-145.03,172.91,-123.0
42,30,-24.70,-107.55,110.35,-102.9
43,30,27.09,-38.16,46.80,-54.6
44,30,44.28,-112.29,120.71,-68.5
45,30,136.99,-121.04,182.80,-41.5
46,30,146.31,-60.59,158.35,-22.5
47,30,142.60,-34.47,146.70,-13.6
48,30,130.45,31.16,134.12,13.4
49,30,190.40,-25.51,192.10,-7.6
50,30,132.42,-3.95,132.48,-1.7
51,30,118.85,6.09,119.01,2.9
52,30,126.95,-82.02,151.14,-32.9
53,30,192.69,-67.79,204.27,-19.4
54,30,26.53,-69.79,74.67,-69.2
55,30,117.98,-78.84,141.90,-33.8
56,30,-28.42,30.31,41.55,133.2
57,30,65.03,7.28,65.44,6.4
58,30,122.24,-1.46,122.25,-0.7
59,30,58.73,-133.67,146.00,-66.3
60,30,35.11,99.82,105.81,70.6
61,30,-7.78,-46.84,47.49,-99.4
62,30,16.71,101.08,102.45,80.6
63,30,-1.45,-73.52,73.54,-91.1
0,31,-27.85,-40.07,48.80,-124.8
1,31,1.06,-109.36,109.37,-89.4
2,31,30.70,19.20,36.21,32.0
3,31,-11.07,-53.55,54.68,-101.7
4,31,-5.08,-51.58,51.83,-95.6
5,31,-23.32,-65.83,69.84,-109.5
6,31,75.23,42.58,86.44,29.5
7,31,95.40,40.44,103.62,23.0
8,31,93.40,96.90,134.58,46.1
9,31,144.62,-26.25,146.98,-10.3
10,31,115.60,21.06,117.50,10.3
11,31,145.22,-51.89,154.21,-19.7
12,31,153.88,-1.31,153.89,-0.5
13,31,144.75,-7.23,144.93,-2.9
14,31,129.75,45.64,137.55,19.4
15,31,268.97,77.40,279.88,16.1
16,31,131.24,80.63,154.04,31.6
17,31,108.32,-6.14,108.49,-3.2
18,31,141.85,91.18,168.63,32.7
19,31,100.64,44.51,110.05,23.9
20,31,-26.24,35.68,44.29,126.3
21,31,44.69,19.15,48.62,23.2
22,31,-72.55,23.51,76.27,162.0
23,31,-170.28,133.00,216.06,142.0
24,31,-92.14,55.28,107.45,149.0
25,31,-148.41,42.77,154.45,163.9
26,31,-263.70,15.25,264.14,176.7
27,31,-126.40,145.18,192.49,131.0
28,31,-192.36,82.83,209.44,156.7
29,31,-232.25,-23.62,233.44,-174.2
30,31,-155.96,-6.27,156.09,-177.7
31,31,-229.21,-8.25,229.36,-177.9
32,31,-238.58,4.83,238.63,178.8
33,31,-268.49,-42.47,271.83,-171.0
34,31,-202.64,9.50,202.87,177.3
35,31,-201.47,55.03,208.85,164.7
36,31,-214.52,-88.56,232.08,-157.6
37,31,-239.97,-84.77,254.50,-160.5
38,31,-173.20,-58.20,182.72,-161.4
39,31,-155.07,-61.75,166.91,-158.3
40,31,-181.41,54.04,189.29,163.4
41,31,-141.43,-1.42,141.44,-179.4
42,31,16.81,-7.36,18.35,-23.7
43,31,-86.09,-65.13,107.95,-142.9
44,31,98.32,-61.03,115.73,-31.8
45,31,96.25,-113.84,149.07,-49.8
46,31,207.02,3.09,207.05,0.9
47,31,129.17,-6.53,129.33,-2.9
48,31,191.24,37.76,194.93,11.2
49,31,136.45,-32.96,140.37,-13.6
50,31,155.01,-25.80,157.15,-9.5
51,31,175.53,-6.93,175.67,-2.3
52,31,102.49,32.02,107.38,17.3
53,31,161.03,-83.63,181.45,-27.4
54,31,46.67,28.77,54.83,31.6
55,31,96.55,-7.32,96.82,-4.3
56,31,114.27,-57.80,128.06,-26.8
57,31,88.69,-107.94,139.71,-50.6
58,31,140.52,-9.62,140.84,-3.9
59,31,-2.94,70.31,70.37,92.4
60,31,-41.66,82.22,92.17,116.9
61,31,-28.94,16.68,33.40,150.0
62,31,48.58,97.32,108.77,63.5
63,31,36.34,-2.69,36.44,-4.2
0,32,16.66,47.67,50.49,70.7
1,32,-40.46,-22.56,46.32,-150.9
2,32,59.31,-25.73,64.65,-23.5
3,32,-33.70,-33.88,47.78,-134.8
4,32,93.50,-103.03,139.13,-47.8
5,32,187.97,64.35,198.69,18.9
6,32,74.53,-32.08,81.14,-23.3
7,32,97.94,-40.07,105.82,-22.3
8,32,57.97,-59.00,82.71,-45.5
9,32,6.80,-10.22,12.28,-56.3
10,32,82.21,88.17,120.55,47.0
11,32,72.31,104.69,127.24,55.4
12,32,67.89,-83.04,107.26,-50.7
13,32,237.20,-17.72,237.86,-4.3
14,32,171.91,-51.72,179.52,-16.7
15,32,179.44,49.42,186.12,15.4
16,32,140.79,14.33,141.52,5.8
17,32,135.57,-31.83,139.26,-13.2
18,32,171.17,3.63,171.21,1.2
19,32,89.36,-23.87,92.49,-15.0
20,32,73.30,80.71,109.03,47.8
21,32,-21.35,27.35,34.69,128.0
22,32,-87.92,33.49,94.09,159.1
23,32,-188.23,-133.35,230.68,-144.7
24,32,-253.53,-3.34,253.55,-179.2
25,32,-195.72,104.16,221.71,152.0
26,32,-200.47,66.31,211.16,161.7
27,32,-282.28,-92.35,297.01,-161.9
28,32,-229.65,-15.67,230.19,-176.1
29,32,-231.60,-60.08,239.27,-165.5
30,32,-345.78,85.56,356.21,166.1
31,32,-285.41,12.21,285.67,177.5
32,32,-219.29,-38.39,222.63,-170.1
33,32,-218.63,1.71,218.63,179.6
34,32,-291.98,-130.37,319.76,-155.9
35,32,-220.01,-54.25,226.60,-166.1
36,32,-166.86,1.82,166.87,179.4
37,32,-164.45,42.28,169.80,165.6
38,32,-187.40,-97.07,211.05,-152.6
39,32,-178.04,-19.06,179.06,-173.9
40,32,-149.36,50.48,157.66,161.3
41,32,-47.42,-72.57,86.69,-123.2
42,32,-1.79,11.46,11.60,98.9
43,32,78.24,3.30,78.31,2.4
44,32,97.57,85.72,129.87,41.3
45,32,163.88,-11.51,164.28,-4.0
46,32,148.94,-8.58,149.19,-3.3
47,32,195.48,42.75,200.10,12.3
48,32,204.00,-66.32,214.50,-18.0
49,32,118.04,-11.04,118.56,-5.3
50,32,60.68,-22.79,64.81,-20.6
51,32,217.41,-6.95,217.52,-1.8
52,32,139.79,42.42,146.09,16.9
53,32,26.62,27.71,38.42,46.1
54,32,61.62,-37.43,72.10,-31.3
55,32,121.20,6.83,121.40,3.2
56,32,54.80,74.52,92.50,53.7
57,32,30.60,-41.57,51.62,-53.6
58,32,115.15,7.26,115.38,3.6
59,32,-16.81,-9.66,19.39,-150.1
60,32,-12.37,-3.15,12.77,-165.7
61,32,31.53,-81.53,87.42,-68.9
62,32,35.21,70.54,78.84,63.5
63,32,36.36,-38.72,53.12,-46.8
0,33,57.01,50.76,76.33,41.7
1,33,25.48,-31.85,40.79,-51.3
2,33,45.25,-32.37,55.64,-35.6
3,33,14.33,59.14,60.85,76.4
4,33,38.37,47.62,61.16,51.1
5,33,50.07,7.64,50.65,8.7
6,33,66.44,34.34,74.80,27.3
7,33,106.76,-19.30,108.49,-10.2
8,33,109.58,-6.71,109.78,-3.5
9,33,98.57,-41.12,106.80,-22.6
10,33,70.75,35.09,78.97,26.4
11,33,129.00,-47.25,137.38,-20.1
12,33,137.29,58.82,149.36,23.2
13,33,158.98,-34.51,162.69,-12.2
14,33,266.62,-21.39,267.48,-4.6
15,33,132.07,11.39,132.57,4.9
16,33,174.96,-29.89,177.49,-9.7
17,33,195.03,-50.90,201.57,-14.6
18,33,125.05,-42.76,132.16,-18.9
19,33,204.94,-2.03,204.95,-0.6
20,33,25.10,-85.05,88.68,-73.6
21,33,4.76,-60.89,61.08,-85.5
22,33,-107.78,-51.00,119.24,-154.7
23,33,-132.31,-2.65,132.34,-178.9
24,33,-139.13,-44.90,146.20,-162.1
25,33,-137.38,56.37,148.50,157.7
26,33,-184.52,-36.19,188.03,-168.9
27,33,-152.30,-34.76,156.22,-167.1
28,33,-230.05,-26.13,231.53,-173.5
29,33,-248.34,-78.27,260.39,-162.5
30,33,-100.28,-59.25,116.47,-149.4
31,33,-217.46,-29.00,219.39,-172.4
32,33,-273.15,59.25,279.50,167.8
33,33,-270.19,5.76,270.25,178.8
34,33,-278.87,-11.80,279.12,-177.6
35,33,-178.47,78.91,195.14,156.1
36,33,-233.47,100.44,254.16,156.7
37,33,-194.10,91.13,214.43,154.9
38,33,-182.87,-8.61,183.07,-177.3
39,33,-115.00,15.15,116.00,172.5
40,33,-157.07,136.57,208.14,139.0
41,33,-121.62,63.57,137.23,152.4
42,33,-0.23,41.20,41.20,90.3
43,33,74.05,87.83,114.88,49.9
44,33,104.68,97.08,142.77,42.8
45,33,79.68,12.68,80.68,9.0
46,33,175.48,46.97,181.66,15.0
47,33,116.65,77.41,140.00,33.6
48,33,132.19,-31.47,135.88,-13.4
49,33,109.10,23.04,111.50,11.9
50,33,214.38,-37.00,217.55,-9.8
51,33,170.36,-33.74,173.67,-11.2
52,33,155.87,-15.58,156.65,-5.7
53,33,173.56,33.97,176.86,11.1
54,33,236.99,-8.07,237.13,-1.9
55,33,-3.64,-26.12,26.38,-97.9
56,33,31.22,7.45,32.09,13.4
57,33,24.88,-53.63,59.13,-65.1
58,33,2.15,24.23,24.33,84.9
59,33,-18.65,58.64,61.53,107.6
60,33,12.31,-2.44,12.55,-11.2
61,33,-40.05,-9.04,41.06,-167.3
62,33,32.31,19.45,37.71,31.0
63,33,14.03,-100.88,101.85,-82.1
0,34,35.21,25.78,43.64,36.2
1,34,40.54,153.58,158.84,75.2
2,34,50.39,-8.26,51.06,-9.3
3,34,7.91,-8.91,11.91,-48.4
4,34,140.35,33.15,144.21,13.3
5,34,55.21,76.83,94.61,54.3
6,34,-38.96,41.53,56.94,133.2
7,34,16.12,-117.25,118.35,-82.2
8,34,-7.54,15.94,17.63,115.3
9,34,94.41,113.00,147.25,50.1
10,34,101.77,11.50,102.42,6.4
11,34,98.29,-82.10,128.07,-39.9
12,34,234.73,-15.78,235.26,-3.8
13,34,171.66,-100.18,198.75,-30.3
14,34,186.88,18.44,187.79,5.6
15,34,105.41,-98.78,144.46,-43.1
16,34,97.07,-55.71,111.92,-29.9
17,34,136.23,-111.25,175.88,-39.2
18,34,121.39,-104.83,160.39,-40.8
19,34,-11.81,-11.95,16.80,-134.7
20,34,29.88,-88.04,92.98,-71.3
21,34,-10.45,-123.82,124.26,-94.8
22,34,-72.89,-149.70,166.50,-116.0
23,34,-147.67,-178.21,231.44,-129.6
24,34,-170.32,-137.45,218.87,-141.1
25,34,-180.31,-58.95,189.70,-161.9
26,34,-187.87,-5.11,187.94,-178.4
27,34,-177.16,-71.87,191.19,-157.9
28,34,-163.62,44.74,169.63,164.7
29,34,-238.99,-59.82,246.37,-165.9
30,34,-250.95,-26.19,252.32,-174.0
31,34,-208.03,-58.73,216.16,-164.2
32,34,-199.37,54.29,206.63,164.8
33,34,-249.86,119.17,276.82,154.5
34,34,-184.76,-64.14,195.57,-160.9
35,34,-168.68,16.48,169.49,174.4
36,34,-142.82,107.09,178.51,143.1
37,34,-103.49,-18.22,105.08,-170.0
38,34,-214.78,92.88,234.01,156.6
39,34,-142.65,135.96,197.07,136.4
40,34,-106.43,88.54,138.44,140.2
41,34,-67.03,119.95,137.41,119.2
42,34,-43.62,183.91,189.01,103.3
43,34,-35.38,190.64,193.89,100.5
44,34,85.64,83.16,119.37,44.2
45,34,74.32,50.89,90.07,34.4
46,34,138.69,22.36,140.48,9.2
47,34,107.33,108.27,152.45,45.3
48,34,96.99,-17.61,98.57,-10.3
49,34,162.29,30.57,165.14,10.7
50,34,151.75,41.28,157.27,15.2
51,34,163.15,4.72,163.22,1.7
52,34,231.00,38.36,234.17,9.4
53,34,121.73,147.85,191.51,50.5
54,34,117.80,9.52,118.18,4.6
55,34,25.61,-9.54,27.33,-20.4
56,34,1.89,60.23,60.26,88.2
57,34,133.31,19.20,134.68,8.2
58,34,-2.68,77.40,77.45,92.0
59,34,-17.90,12.27,21.70,145.6
60,34,24.62,-9.47,26.38,-21.0
61,34,15.73,-87.06,88.47,-79.8
62,34,-29.97,-79.47,84.93,-110.7
63,34,-4.09,-90.72,90.81,-92.6
0,35,72.15,17.44,74.23,13.6
1,35,-25.79,-70.29,74.87,-110.1
2,35,-50.31,59.72,78.09,130.1
3,35,72.55,-2.73,72.61,-2.2
4,35,57.41,-18.00,60.16,-17.4
5,35,10.53,-49.99,51.08,-78.1
6,35,-27.38,20.77,34.37,142.8
7,35,25.97,-53.77,59.71,-64.2
8,35,73.03,-66.76,98.95,-42.4
9,35,147.34,37.14,151.95,14.1
10,35,50.72,-10.26,51.74,-11.4
11,35,111.28,-46.44,120.58,-22.7
12,35,160.82,-10.36,161.16,-3.7
13,35,17.12,-50.76,53.57,-71.4
14,35,193.37,-41.82,197.84,-12.2
15,35,83.18,-112.46,139.88,-53.5
16,35,153.39,20.57,154.76,7.6
17,35,136.22,-123.57,183.92,-42.2
18,35,156.82,-28.17,159.33,-10.2
19,35,99.88,-125.49,160.39,-51.5
20,35,-85.17,-82.87,118.84,-135.8
21,35,-49.92,-88.87,101.93,-119.3
22,35,-49.03,-64.76,81.23,-127.1
23,35,-106.97,-155.74,188.93,-124.5
24,35,-108.00,-48.43,118.36,-155.8
25,35,-119.88,3.20,119.92,178.5
26,35,-149.73,-88.29,173.83,-149.5
27,35,-205.96,-59.67,214.43,-163.8
28,35,-298.01,-73.68,306.98,-166.1
29,35,-235.28,-51.09,240.76,-167.7
30,35,-195.71,65.39,206.34,161.5
31,35,-272.90,-56.92,278.78,-168.2
32,35,-186.82,-40.39,191.13,-167.8
33,35,-171.11,100.72,198.55,149.5
34,35,-206.16,64.99,216.16,162.5
35,35,-358.88,153.53,390.34,156.8
36,35,-259.15,38.88,262.05,171.5
37,35,-85.85,81.67,118.49,136.4
38,35,-186.68,56.09,194.92,163.3
39,35,-231.08,109.38,255.66,154.7
40,35,-35.46,25.00,43.38,144.8
41,35,-55.27,156.35,165.83,109.5
42,35,44.56,141.75,148.59,72.5
43,35,47.54,120.35,129.40,68.4
44,35,95.26,96.53,135.62,45.4
45,35,120.74,61.23,135.38,26.9
46,35,158.76,130.98,205.82,39.5
47,35,250.66,24.39,251.84,5.6
48,35,190.86,97.22,214.19,27.0
49,35,62.66,164.70,176.21,69.2
50,35,158.51,125.48,202.17,38.4
51,35,184.14,-32.83,187.04,-10.1
52,35,175.64,7.86,175.82,2.6
53,35,81.21,49.06,94.88,31.1
54,35,147.31,18.76,148.50,7.3
55,35,122.16,-52.48,132.95,-23.2
56,35,191.83,32.81,194.61,9.7
57,35,14.22,9.85,17.30,34.7
58,35,16.19,103.51,104.77,81.1
59,35,17.49,-6.87,18.79,-21.5
60,35,0.91,62.64,62.64,89.2
61,35,-25.13,-60.30,65.32,-112.6
62,35,-123.62,-49.22,133.06,-158.3
63,35,-11.05,37.61,39.20,106.4
0,36,28.53,52.27,59.55,61.4
1,36,-11.01,-50.60,51.78,-102.3
2,36,114.99,-2.63,115.02,-1.3
3,36,24.57,-74.39,78.34,-71.7
4,36,95.35,-16.31,96.74,-9.7
5,36,52.07,32.09,61.17,31.6
6,36,89.82,-34.68,96.28,-21.1
7,36,73.16,-29.37,78.83,-21.9
8,36,139.31,-78.30,159.81,-29.3
9,36,85.98,-60.16,104.93,-35.0
10,36,120.40,53.12,131.60,23.8
11,36,125.75,-39.38,131.77,-17.4
12,36,103.44,-102.59,145.69,-44.8
13,36,146.13,-78.85,166.04,-28.4
14,36,242.11,-154.70,287.31,-32.6
15,36,116.73,-138.13,180.84,-49.8
16,36,145.27,-32.52,148.87,-12.6
17,36,174.43,-120.78,212.16,-34.7
18,36,148.29,-31.41,151.58,-12.0
19,36,63.97,-141.03,154.86,-65.6
20,36,-90.34,-144.93,170.78,-121.9
21,36,15.77,-113.12,114.22,-82.1
22,36,-160.74,-275.35,318.84,-120.3
23,36,-13.30,-123.08,123.80,-96.2
24,36,-110.34,-123.69,165.75,-131.7
25,36,-94.88,-32.50,100.29,-161.1
26,36,-210.12,-42.81,214.43,-168.5
27,36,-257.52,-131.33,289.07,-153.0
28,36,-177.32,4.09,177.36,178.7
29,36,-198.95,-54.47,206.28,-164.7
30,36,-225.99,-69.99,236.58,-162.8
31,36,-199.10,1.61,199.11,179.5
32,36,-64.97,-1.89,64.99,-178.3
33,36,-159.69,101.69,189.32,147.5
34,36,-144.80,58.39,156.13,158.0
35,36,-148.16,68.30,163.14,155.3
36,36,-105.92,119.68,159.82,131.5
37,36,-174.51,145.69,227.34,140.1
38,36,-247.60,145.98,287.43,149.5
39,36,-128.24,192.21,231.07,123.7
40,36,-46.21,163.76,170.16,105.8
41,36,-98.26,150.11,179.41,123.2
42,36,-18.88,207.13,207.98,95.2
43,36,-5.76,138.59,138.71,92.4
44,36,138.49,137.92,195.45,44.9
45,36,128.75,212.02,248.05,58.7
46,36,144.12,194.75,242.28,53.5
47,36,155.38,100.13,184.85,32.8
48,36,128.38,64.74,143.78,26.8
49,36,140.27,147.99,203.90,46.5
50,36,66.62,103.13,122.78,57.1
51,36,8.54,68.26,68.79,82.9
52,36,114.94,26.93,118.05,13.2
53,36,111.79,51.37,123.03,24.7
54,36,143.64,26.66,146.09,10.5
55,36,149.44,-11.40,149.87,-4.4
56,36,137.69,23.37,139.66,9.6
57,36,-1.40,26.21,26.24,93.1
58,36,21.39,-9.02,23.21,-22.9
59,36,54.82,52.44,75.86,43.7
60,36,150.49,69.75,165.87,24.9
61,36,92.22,52.33,106.04,29.6
62,36,69.62,-11.08,70.50,-9.0
63,36,-9.33,39.71,40.79,103.2
0,37,-34.85,1.68,34.89,177.2
1,37,52.07,-64.94,83.24,-51.3
2,37,-38.19,29.20,48.08,142.6
3,37,10.15,1.17,10.22,6.6
4,37,22.69,121.32,123.42,79.4
5,37,115.60,61.63,131.00,28.1
6,37,26.92,20.67,33.94,37.5
7,37,-67.53,-6.99,67.89,-174.1
8,37,90.30,-16.85,91.86,-10.6
9,37,41.28,-81.97,91.78,-63.3
10,37,89.55,-126.72,155.17,-54.8
11,37,93.66,-92.69,131.77,-44.7
12,37,93.48,-62.03,112.19,-33.6
13,37,153.54,-176.74,234.12,-49.0
14,37,40.92,-111.56,118.83,-69.9
15,37,90.92,-110.37,142.99,-50.5
16,37,144.86,-122.71,189.85,-40.3
17,37,67.77,-158.62,172.49,-66.9
18,37,-0.66,-154.96,154.96,-90.2
19,37,88.18,-61.67,107.61,-35.0
20,37,80.56,-121.13,145.47,-56.4
21,37,-11.56,-183.99,184.35,-93.6
22,37,-141.83,-156.03,210.86,-132.3
23,37,-41.11,-145.89,151.57,-105.7
24,37,-188.22,-170.85,254.20,-137.8
25,37,-113.79,-156.10,193.17,-126.1
26,37,-192.58,-50.48,199.08,-165.3
27,37,-220.48,-104.28,243.90,-154.7
28,37,-194.81,-119.75,228.67,-148.4
29,37,-188.75,-48.66,194.92,-165.5
30,37,-215.96,-22.00,217.08,-174.2
31,37,-156.27,-107.94,189.92,-145.4
32,37,-208.01,7.26,208.14,178.0
33,37,-134.74,71.30,152.45,152.1
34,37,-165.53,69.06,179.36,157.4
35,37,-207.59,176.51,272.49,139.6
36,37,-205.79,145.85,252.23,144.7
37,37,-230.58,173.45,288.53,143.0
38,37,-114.69,257.64,282.02,114.0
39,37,-122.96,170.36,210.10,125.8
40,37,-195.02,152.63,247.64,142.0
41,37,-70.57,201.30,213.31,109.3
42,37,-54.36,128.01,139.07,113.0
43,37,103.19,159.62,190.07,57.1
44,37,-30.39,115.48,119.41,104.7
45,37,7.71,157.79,157.97,87.2
46,37,153.97,92.94,179.85,31.1
47,37,178.50,77.59,194.64,23.5
48,37,79.52,118.66,142.84,56.2
49,37,85.96,77.46,115.71,42.0
50,37,144.84,-24.91,146.96,-9.8
51,37,-9.19,-13.13,16.02,-125.0
52,37,4.94,-8.30,9.66,-59.3
53,37,73.39,-4.38,73.52,-3.4
54,37,153.73,52.50,162.45,18.9
55,37,43.29,35.99,56.29,39.7
56,37,59.48,72.71,93.94,50.7
57,37,101.35,52.53,114.15,27.4
58,37,141.30,64.83,155.46,24.6
59,37,-0.42,38.78,38.78,90.6
60,37,21.23,16.62,26.96,38.0
61,37,107.94,59.40,123.21,28.8
62,37,-63.48,49.13,80.27,142.3
63,37,60.69,21.02,64.23,19.1
0,38,-42.44,61.13,74.42,124.8
1,38,16.61,-120.73,121.87,-82.2
2,38,3.17,-19.36,19.61,-80.7
3,38,-27.86,-21.97,35.48,-141.7
4,38,-23.38,48.54,53.87,115.7
5,38,46.39,66.36,80.96,55.0
6,38,90.18,-88.67,126.47,-44.5
7,38,42.68,49.48,65.35,49.2
8,38,62.18,-85.66,105.85,-54.0
9,38,97.15,-91.38,133.37,-43.2
10,38,29.89,-54.55,62.21,-61.3
11,38,124.71,-68.61,142.33,-28.8
12,38,136.58,-141.78,196.87,-46.1
13,38,231.51,-43.73,235.61,-10.7
14,38,85.19,-55.58,101.72,-33.1
15,38,79.82,-50.77,94.60,-32.5
16,38,135.19,-139.16,194.02,-45.8
17,38,126.42,-132.85,183.39,-46.4
18,38,41.93,-144.26,150.23,-73.8
19,38,26.53,-67.68,72.70,-68.6
20,38,47.50,-299.59,303.33,-81.0
21,38,-49.85,-207.18,213.09,-103.5
22,38,-58.60,-155.83,166.48,-110.6
23,38,-61.90,-202.67,211.91,-107.0
24,38,-42.00,-149.75,155.52,-105.7
25,38,-143.60,-128.58,192.75,-138.2
26,38,-222.88,-138.49,262.40,-148.1
27,38,-239.93,-84.30,254.31,-160.6
28,38,-216.79,-37.19,219.95,-170.3
29,38,-226.11,-61.02,234.20,-164.9
30,38,-172.26,-52.25,180.01,-163.1
31,38,-225.90,-18.16,226.63,-175.4
32,38,-201.60,9.50,201.82,177.3
33,38,-203.23,-57.43,211.19,-164.2
34,38,-182.48,72.29,196.27,158.4
35,38,-87.69,46.05,99.05,152.3
36,38,-111.00,150.60,187.09,126.4
37,38,-129.95,135.16,187.49,133.9
38,38,-136.42,180.78,226.48,127.0
39,38,-113.45,86.28,142.53,142.7
40,38,-49.99,129.82,139.11,111.1
41,38,-8.87,93.98,94.40,95.4
42,38,-53.85,124.07,135.25,113.5
43,38,22.27,220.48,221.60,84.2
44,38,-54.89,226.45,233.01,103.6
45,38,79.27,85.33,116.47,47.1
46,38,123.57,107.96,164.09,41.1
47,38,82.74,113.68,140.60,54.0
48,38,193.56,132.76,234.71,34.4
49,38,59.94,1.56,59.96,1.5
50,38,112.20,-3.93,112.27,-2.0
51,38,93.82,88.35,128.87,43.3
52,38,82.71,-44.75,94.04,-28.4
53,38,72.76,20.50,75.59,15.7
54,38,73.95,42.42,85.25,29.8
55,38,101.07,47.87,111.84,25.3
56,38,118.05,13.99,118.88,6.8
57,38,40.29,-2.13,40.34,-3.0
58,38,73.33,54.44,91.33,36.6
59,38,-9.31,23.36,25.15,111.7
60,38,58.33,-25.67,63.73,-23.8
61,38,-22.80,6.72,23.77,163.6
62,38,66.02,22.60,69.78,18.9
63,38,119.00,88.33,148.20,36.6
0,39,1.47,36.79,36.82,87.7
1,39,-99.36,57.14,114.62,150.1
2,39,-13.74,-35.56,38.13,-111.1
3,39,79.47,-33.16,86.11,-22.6
4,39,50.63,-21.23,54.90,-22.7
5,39,41.43,-19.86,45.95,-25.6
6,39,86.34,-67.16,109.38,-37.9
7,39,67.85,41.48,79.52,31.4
8,39,112.85,16.18,114.01,8.2
9,39,106.59,-50.67,118.02,-25.4
10,39,145.27,-11.98,145.76,-4.7
11,39,95.05,-42.90,104.28,-24.3
12,39,129.03,-29.29,132.31,-12.8
13,39,73.08,-144.83,162.23,-63.2
14,39,60.29,-98.07,115.13,-58.4
15,39,174.16,-107.31,204.56,-31.6
16,39,93.99,-86.73,127.89,-42.7
17,39,113.28,-162.03,197.70,-55.0
18,39,64.49,-266.66,274.35,-76.4
19,39,10.01,-204.29,204.53,-87.2
20,39,17.50,-158.44,159.40,-83.7
21,39,64.22,-153.40,166.30,-67.3
22,39,-4.95,-69.36,69.53,-94.1
23,39,-142.50,-117.22,184.52,-140.6
24,39,-89.70,-131.44,159.13,-124.3
25,39,-8.80,-123.30,123.61,-94.1
26,39,-124.15,-50.36,133.98,-157.9
27,39,-215.62,-117.37,245.50,-151.4
28,39,-39.93,-76.12,85.96,-117.7
29,39,-106.69,-104.17,149.11,-135.7
30,39,-148.18,41.00,153.75,164.5
31,39,-165.10,9.63,165.38,176.7
32,39,-92.41,-25.38,95.83,-164.6
33,39,-171.78,24.22,173.48,172.0
34,39,-83.39,75.19,112.28,138.0
35,39,-107.47,56.57,121.45,152.2
36,39,-113.36,61.14,128.80,151.7
37,39,-106.19,72.86,128.78,145.5
38,39,-106.66,138.62,174.91,127.6
39,39,-26.65,117.61,120.59,102.8
40,39,-100.19,123.67,159.16,129.0
41,39,-113.81,86.74,143.10,142.7
42,39,23.14,160.48,162.14,81.8
43,39,48.51,146.33,154.16,71.7
44,39,63.34,134.12,148.33,64.7
45,39,78.69,151.60,170.81,62.6
46,39,57.01,168.00,177.41,71.3
47,39,122.55,152.99,196.02,51.3
48,39,86.54,132.04,157.87,56.8
49,39,66.01,78.76,102.76,50.0
50,39,72.85,49.27,87.94,34.1
51,39,184.80,13.08,185.26,4.1
52,39,-9.64,24.39,26.22,111.6
53,39,94.17,45.04,104.39,25.6
54,39,-23.33,-3.93,23.66,-170.4
55,39,46.55,32.80,56.95,35.2
56,39,21.95,-26.45,34.37,-50.3
57,39,-68.35,-66.29,95.21,-135.9
58,39,48.44,53.65,72.29,47.9
59,39,3.97,-14.26,14.80,-74.4
60,39,-87.08,-34.90,93.82,-158.2
61,39,55.64,-49.66,74.58,-41.7
62,39,82.01,24.74,85.67,16.8
63,39,82.08,71.27,108.71,41.0
0,40,24.61,-22.69,33.48,-42.7
1,40,11.32,-14.39,18.31,-51.8
2,40,78.41,48.53,92.21,31.8
3,40,99.80,-97.49,139.51,-44.3
4,40,76.80,88.87,117.46,49.2
5,40,-21.72,109.52,111.66,101.2
6,40,41.43,-152.05,157.59,-74.8
7,40,60.02,-26.62,65.66,-23.9
8,40,-45.25,-63.79,78.21,-125.4
9,40,76.11,-48.35,90.17,-32.4
10,40,173.58,-64.54,185.19,-20.4
11,40,98.60,-12.76,99.42,-7.4
12,40,145.79,-69.87,161.67,-25.6
13,40,85.01,-121.65,148.41,-55.1
14,40,73.54,-97.27,121.95,-52.9
15,40,94.61,-75.78,121.21,-38.7
16,40,29.61,-173.31,175.82,-80.3
17,40,13.31,-208.13,208.56,-86.3
18,40,112.15,-36.24,117.86,-17.9
19,40,101.34,-175.66,202.80,-60.0
20,40,-35.66,-154.98,159.03,-103.0
21,40,41.73,-168.98,174.06,-76.1
22,40,-32.10,-118.86,123.12,-105.1
23,40,-31.19,-51.05,59.82,-121.4
24,40,-43.93,-100.72,109.89,-113.6
25,40,-33.59,-192.80,195.71,-99.9
26,40,-92.77,-170.99,194.54,-118.5
27,40,-37.17,-104.96,111.34,-109.5
28,40,-100.30,-80.47,128.59,-141.3
29,40,-90.24,-134.44,161.91,-123.9
30,40,-166.68,11.80,167.10,175.9
31,40,-18.80,-64.06,66.76,-106.4
32,40,-103.25,84.41,133.36,140.7
33,40,-89.37,120.20,149.78,126.6
34,40,-201.86,35.93,205.03,169.9
35,40,-156.90,89.01,180.39,150.4
36,40,-45.79,23.41,51.42,152.9
37,40,-82.57,132.97,156.52,121.8
38,40,-178.99,91.98,201.24,152.8
39,40,-15.02,75.36,76.84,101.3
40,40,-75.37,125.22,146.16,121.0
41,40,42.81,122.97,130.21,70.8
